167;veritas-netbackup-client;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.49847149848938;set();52
168;heartbeat;True;True;False;175;139;192;True;;0;4;66.29152464866638;{'CCPP', 'Go'};16
169;intersystems-iris-data-platform;True;True;False;135;100;153;True;;11;26;123.86895751953125;{'CCPP'};17
170;dynatrace;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.574854612350464;set();52
171;portworx-px-developer;False;False;False;0;0;53;False;;0;0;0.6410048007965088;set();52
172;auditbeat;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.600489854812622;set();52
173;packetbeat;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.5745689868927;set();52
174;cheers;True;True;False;229;192;245;True;;0;0;62.51088571548462;{'Go'};15
175;sitescope;True;True;False;179;143;196;False;Unknown problem in debloating container!;1;4;67.06049013137817;{'Java', 'CCPP'};16
176;instana-dynamic-apm;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.48218822479248;set();52
177;oracle-webtier-12c;False;False;False;0;0;53;False;;0;0;0.6098394393920898;set();52
178;logagent;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.55090355873108;set();52
179;bleemeo;False;False;False;0;0;53;False;;0;0;0.41087985038757324;set();52
180;px-enterprise;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.49812602996826;set();52
181;site24x7-linux-docker-agent;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.538925170898438;set();52
182;esystemstech;False;False;False;0;0;53;False;;0;0;0.511329174041748;set();52
183;sysdig-cloud-monitoring-agent-commercial;False;False;False;0;0;53;False;;0;0;0.43236637115478516;set();52
184;skaffolder-enterprise;True;True;False;150;114;167;False;Unknown problem in debloating container!;11;49;215.8101303577423;{'CCPP'};16
185;fluid-bpm;False;False;False;0;0;53;False;;0;0;0.487476110458374;set();52
186;foopipes;False;False;False;0;0;53;False;;0;0;0.43541502952575684;set();52
187;ibm-cloud-automation-manager;False;False;False;0;0;53;False;;0;0;0.4532294273376465;set();52
188;gitlab-community-edition;True;True;False;117;82;135;True;;119;26;130.87042784690857;{'CCPP', 'Go', 'Perl'};17
189;rocketchat;False;False;False;0;0;53;False;;0;0;0.48421788215637207;set();52
190;ibm-db2-warehouse-ee;True;True;False;116;89;142;False;Unknown problem in debloating container!;1;18;256.7826063632965;{'CCPP'};25
191;ibm-db2-warehouse-dev;True;True;False;116;89;142;False;Unknown problem in debloating container!;1;18;200.00513434410095;{'CCPP'};25
192;datastax;False;False;False;0;0;53;False;;0;0;0.6004669666290283;set();52
193;softwareag-webmethods-microservicesruntime;True;True;False;151;115;168;True;;0;4;68.31415605545044;{'Java', 'CCPP'};16
194;softwareag-commandcentral;True;True;False;134;100;153;True;;0;4;71.44866061210632;{'Java', 'CCPP'};18
195;softwareag-apigateway;True;True;False;149;114;167;True;;0;0;72.86337351799011;{'Java', 'CCPP'};17
196;anaconda;True;True;False;215;178;231;True;;0;0;70.03316807746887;{'CCPP'};15
197;softwareag-apiportal;False;False;False;0;0;53;False;;0;0;0.47772717475891113;set();52
198;ibm-mq-advanced;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.585772275924683;set();52
199;ibm-db2-warehouse-client-container;True;True;False;128;96;149;True;;1;6;183.44707560539246;{'CCPP'};20
200;softwareag-terracottadb;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.49871277809143;set();52
201;r-base;True;True;False;173;137;190;True;;0;0;96.8289566040039;{'CCPP'};16
202;nuxeo;True;True;False;103;70;123;True;;119;8;109.24394798278809;{'Java', 'CCPP', 'Perl'};19
203;gazebo;True;True;False;116;82;135;True;;0;0;134.96498250961304;{'CCPP'};18
204;storm;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;32.924715757369995;set();52
205;yourls;True;True;False;167;130;183;False;Unknown problem in debloating container!;1;2;70.34515237808228;{'CCPP'};15
206;photon;True;True;False;162;130;183;True;;0;0;92.10886216163635;{'CCPP'};20
207;docker-dev;False;False;False;0;0;53;False;;0;0;0.48537564277648926;set();52
208;open-liberty;True;True;False;144;108;161;True;;1;4;66.96846532821655;{'Java', 'CCPP'};16
209;known;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;42.48699736595154;set();52
